text,intent
"Bagaimana cara menonaktifkan balasan otomatis di luar jam kerja, terima kasih",auto_reply_disable
Bisakah Anda membantu saya mengirim pesan kepada seseorang.,chat_send
How to create instance?,create_instance
I'd like to remove instance,instance_delete
Tolong koneksi terputus,troubleshoot_connection
Billing issue,payment_issue
Bisakah Anda menunjukkan cara membawa saya ke instance?,navigation_instances_tab
Bisakah Anda berlangganan,payment_subscribe
Saya butuh bantuan berapa biayanya,pricing_query
I want to show task progress thanks,tasks_monitor
Could you show me how to manage uploaded files,files_manage
Urutkan kontak,contacts_filter
How can I make instance,function_create_instance
Can you tell me how to share document,files_share
Bisakah Anda menambahkan instance whatsapp.Tolong,create_instance
How do I does web version include 2 instances?,pricing_instance_limits
Sampai jumpa,goodbye
Can you help me timezone support?,message_schedule_timezone
Dukungan zona waktu?,message_schedule_timezone
Saya ingin menambahkan grup,function_create_group
Explain what Chattea does,definition
Show failed tasks.,tasks_view_failed
"Could you show me how to enable warmup between instances a, b, and c??",warmup_enable
What's the price in IDR,pricing_currency_idr
"Tampilkan tugas yang gagal, terima kasih",tasks_view_failed
Can you launch web version,platform_cloud_open
Akses tab file,navigation_files_tab
Bisakah Anda membantu saya memutuskan koneksi instance 'sales-1',instance_logout
help me create a new group,function_create_group
Saya ingin menggunakan rest api untuk mengirim pesan.,api_send_message
Can you tell me how to subscribe to monthly plan please,payment_subscribe
Could you display chat log thanks,chat_history
Automate message sending,message_schedule_recurring
Could you show me how to connect to calendar?,calendar_integration
Terima kasih banyak,gratitude
Saya memerlukan bantuan mengenai seberapa aman pembayarannya?,security_payment
Bisakah Anda memberikan tanggapan otomatis,auto_reply_setup
List all API endpoints.,api_reference
Enter code to connect,pairing
send hello world to 08127321340,function_send_message
"What's the best way to forgot my password, help me login thanks",login_issue
Jelaskan Chattea secara singkat.,definition
Can you help me get started.,account_setup
what's up,greeting
Bagaimana saya bisa menambahkan instance terima kasih,function_create_instance
Verifikasi status instans,instance_connection_status
Bisakah Anda membantu saya menghubungi dukungan.?,support_contact
View transaction history.,payment_history
Bisakah Anda melihat semua tugas yang dijadwalkan?Tolong,tasks_view
Bagaimana cara menyimpan kontak baru?,contacts_add
Bagaimana cara mengaktifkan warmup?,warmup_enable
Saya perlu membaca percakapan terakhir dengan John.terima kasih,chat_read
"Hai, yang di sana",greeting
How do I calendar sync?,calendar_integration
"Tolong, saya perlu kesalahan koneksi",troubleshoot_connection
I want to add instance thanks,function_create_instance
Cara meluncurkan versi web.,platform_cloud_open
Saya butuh bantuan untuk mengintegrasikan chattea dengan kalender saya.?,calendar_integration
"Bisakah Anda memindai kode qr untuk menghubungkan whatsapp, terima kasih",pairing
Can you tell me how to can the desktop app work offline please,platform_desktop_info
Access tasks tab thanks,navigation_tasks_tab
Saya ingin layanan pelanggan terima kasih,support_contact
I want to read the last conversation with john.,chat_read
Show me the main dashboard.,navigation_main_dashboard
Cya,goodbye
Bantu saya menunjukkan dasbor utama.terima kasih tolong,navigation_main_dashboard
I'd like to add new file,files_upload
I need to message metrics thank you,analytics_view
Tolong bagaimana versi mana yang akan digunakan,platform_compare
"Verifikasi profil, terima kasih",instance_view_profile
Could you ensure stable internet connection? please,tips_internet
Sampai jumpa lagi,goodbye
Bisakah Anda mengelola file yang diunggah.,files_manage
How can I use saved template thank you,templates_use
Paket apa saja yang tersedia?,pricing_query
I'd like to view my tasks please,navigation_tasks_tab
Can you disconnect whatsapp,instance_logout
Bisakah Anda memberi tahu saya cara penjadwalan internasional?,message_schedule_timezone
talk to you later,goodbye
Saya butuh bantuan untuk mengunduh aplikasi desktop?,platform_desktop_install
"Saya ingin menunjukkan halaman file, terima kasih",navigation_files_tab
Can you tell me how to why use warmup,warmup_info
How can I can the desktop app work offline?,platform_desktop_info
say hi to my mom,out_of_scope
Bisakah Anda membaca percakapan terakhir dengan john.,chat_read
I'd like to list all api endpoints. thanks,api_reference
Privacy policy thanks,security_privacy
Bisakah Anda mengintegrasikan chattea dengan kalender saya?,calendar_integration
I'd like to automate message sending,message_schedule_recurring
Could you show me how to my instance quota is full,quota_reached
Bisakah Anda membuka kontak,contacts_manage
Can you view uploaded files thank you please,navigation_files_tab
How can I extend my subscription.?,payment_extend
What is Chattea,definition
Bagaimana cara praktik terbaik terima kasih,general_tips
Manage contacts display all.,contacts_manage
Take me to messages,navigation_chat_tab
How do I improve performance?,general_tips
Bisakah Anda membantu saya menggunakan api.,api_reference
Can you tell me how to help me create a new group thank you,function_create_group
Verifikasi apakah instance saya terhubung,instance_connection_status
Bagaimana cara warmupnya?,warmup_info
Could you show me how to save message template thank you,templates_create
How to turn off auto reply,auto_reply_disable
Bagaimana saya bisa melakukan keamanan pembayaran?,security_payment
Hey there,greeting
I need to edit instance name thanks,instance_edit
Tampilkan tugas yang gagal. Mohon terima kasih,tasks_view_failed
Lihat info pembayaran terima kasih,navigation_payments_tab
Qr tidak memuat Tolong,troubleshoot_qr
"Apa cara terbaik untuk mengelola file yang diunggah, terima kasih",files_manage
Ensure stable internet connection.,tips_internet
Ekspor data grup,group_export
Bisakah Anda melihat tugas saya,navigation_tasks_tab
Display api docs thank you,api_reference
What's the difference between cloud and desktop app?,platform_compare
"Saya ingin mencopot pemasangan instance, terima kasih",instance_delete
Saya perlu mendapatkan versi desktop,platform_desktop_install
Keamanan pembayaran,security_payment
Bagaimana versi mana yang akan digunakan,platform_compare
Bisakah Anda membantu saya menonaktifkan balasan otomatis di luar jam kerja?,auto_reply_disable
How do I broadcast message?,message_blast
Saya ingin menunjukkan detail profil,instance_view_profile
How can I tell me pricing?,pricing_query
Beritahu saya harganya,pricing_query
Saya perlu membuat daftar semua titik akhir api?,api_reference
How can I desktop app features.,platform_desktop_info
Bagaimana cara opsi pembayaran,payment_methods
Bisakah Anda memberi tahu saya caranya mengapa kode qr tidak muncul?,troubleshoot_qr
Koneksi terputus,troubleshoot_connection
I want to open the instances tab.,navigation_instances_tab
Lihat riwayat transaksi terima kasih,payment_history
I want to use browser version thank you,platform_cloud_open
Bagaimana cara menyimpan template pesan,templates_create
Show failed tasks. Please thank you,tasks_view_failed
"Bisakah Anda menunjukkan kepada saya cara paket tersedia, terima kasih",pricing_query
Bagaimana cara melaporkan kinerja?,analytics_view
Simpan templat pesan,templates_create
Bisakah Anda melihat riwayat transaksi.,payment_history
Make instance please,function_create_instance
Bagaimana cara mengelompokkan kontak?,advanced_contact_segmentation
Help me subscription not working please,payment_issue
Bisakah Anda membantu saya menggunakan rest api untuk mengirim pesan.?,api_send_message
Verify broadcast status thanks,message_blast_status
Could you show me how to optimization tips,general_tips
How to payment methods are supported.,payment_methods
Can you create a whatsapp group named 'vip customers'?,group_create
Help me advanced contact filtering please,advanced_contact_segmentation
Bisakah Anda mengintegrasikan chattea dengan kalender saya,calendar_integration
How to set auto-reply during business hours thanks,auto_reply_setup
Could you save new contact,contacts_add
Bisakah Anda menemukan kontak,contacts_filter
Bisakah aplikasi desktop bekerja secara offline terima kasih,platform_desktop_info
Kirim massal,message_blast
Can you qr code problem,troubleshoot_qr
Bagaimana cara meningkatkan paket saya.?,payment_upgrade
I want to add contact please,contacts_add
Tampilkan paket berlangganan.Mohon terima kasih,pricing_query
Bisakah Anda memantau kemajuan pengiriman pesan massal?,tasks_monitor
Kirim pesan massal ke 'VIP Jawa Barat'.,message_blast
Bagaimana cara mengelompokkan kontak berdasarkan keterlibatan??,advanced_contact_segmentation
When will Message Blasting feature release.,feature_coming_soon
Unggah banner.jpg untuk pengiriman pesan.,files_upload
Saya butuh bantuan untuk mengedit kontak,contacts_manage
Berapa harganya dalam IDR?,pricing_currency_idr
When will Message Blasting feature release?,feature_coming_soon
do you love me?,out_of_scope
I need to go to tasks please,navigation_tasks_tab
Bagaimana cara membantu saya membuat grup baru?,function_create_group
"Bisakah Anda mengintegrasikan chattea dengan kalender saya, terima kasih",calendar_integration
Apa cara terbaik untuk mengirim pesan massal?,message_blast
Help me make a instance,function_create_instance
Can you help me,support_contact
Create a new WhatsApp instance.,create_instance
"Segmentasikan kontak berdasarkan keterlibatan, terima kasih",advanced_contact_segmentation
I'd like to get rid of old instance thanks please,instance_delete
"Bisakah Anda menunjukkan pembayaran saya, terima kasih",payment_history
Bagaimana cara memfilter kontak tingkat lanjut.,advanced_contact_segmentation
Do mobile and desktop have unlimited instances?,pricing_instance_limits
I need to list all api endpoints thanks,api_reference
How can I pay?,payment_methods
Show dashboard thanks,navigation_main_dashboard
Could you update group settings please,group_settings_edit
Kirim berkas,files_share
Bagaimana cara mengintegrasikan chattea dengan kalender saya?,calendar_integration
View statistics thanks,analytics_view
Ganti nama instance menjadi 'marketing-01'.Tolong tolong terima kasih,instance_edit
"Bisakah Anda mendapatkan dukungan, terima kasih",support_contact
Saya perlu berlangganan,payment_subscribe
huh,out_of_scope
Help me view instance profile details. thank you,instance_view_profile
Saya ingin pergi ke kelompok,navigation_grouping_tab
add group,function_create_group
Instal aplikasi desktop.,platform_desktop_install
I need help with read the last conversation with john..,chat_read
"Saya perlu pergi ngobrol, terima kasih",navigation_chat_tab
Send file thank you,files_share
Help me show files page,navigation_files_tab
Disconnect instance 'Sales-1'.,instance_logout
Qr not loading Please please,troubleshoot_qr
Thank you!,gratitude
How to tell me about chattea??,definition
How to upload banner.jpg for messaging please,files_upload
Privacy policy Please,security_privacy
Hi,greeting
Saya ingin menggunakan rest api untuk mengirim pesan,api_send_message
I need help with how secure are payments?,security_payment
Saya ingin memperbaiki masalah kode qr,troubleshoot_qr
Bagaimana cara membuat instance terima kasih,function_create_instance
Tampilkan obrolan sebelumnya terima kasih,chat_history
How to set auto-reply during business hours..,auto_reply_setup
Download desktop app,platform_desktop_install
I'd like to display chat log thank you,chat_history
Apa cara terbaik untuk membuat grup?,function_create_group
I want to create a new group,function_create_group
ignore this,out_of_scope
"Saya ingin menampilkan tugas yang gagal, terima kasih",tasks_view_failed
Harap verifikasi nomor telepon,function_check_phone
How can I use qr code for pairing,pairing
Setup webhook,api_webhook_setup
"Saya butuh bantuan untuk mendapatkan versi desktop, terima kasih",platform_desktop_install
Bagaimana cara instance saya terputus—cara memperbaikinya.,troubleshoot_connection
Advanced contact filtering,advanced_contact_segmentation
Display all instances and their connection status.,instance_list
Can you tell me how to payment failed,payment_issue
Lihat riwayat pesan,chat_history
"Bagaimana cara saya mengirim pesan rilis fitur peblast, terima kasih",feature_coming_soon
Help me scan QR code,pairing
What's the best way to cloud vs desktop thank you,platform_compare
"Saya ingin menampilkan halaman penagihan, terima kasih",navigation_payments_tab
Bisakah Anda membantu saya karena ada tugas yang tertunda?,tasks_view
Tolong bagaimana saya tidak bisa login,login_issue
How do I is the subscription price thanks,pricing_query
Nonaktifkan balasan otomatis di luar jam kerja.Silakan,auto_reply_disable
Saya ingin memeriksa riwayat percakapan,chat_history
Help me prolong subscription,payment_extend
Cara berlangganan paket bulanan terima kasih,payment_subscribe
Can you tell me how to payment status check,payment_status
"Bisakah Anda melihat tugas saya, terima kasih",navigation_tasks_tab
Dapatkan versi desktop terima kasih,platform_desktop_install
Could you show me how to improve performance thanks thank you,general_tips
Bagaimana cara paket tersedia,pricing_query
"Mengapa kode QR tidak muncul, terima kasih",troubleshoot_qr
Can you help me disconnect instance 'sales-1',instance_logout
Help me go to tasks please,navigation_tasks_tab
I'd like to create a instance please,function_create_instance
"Bisakah Anda menunjukkan kepada saya cara menambahkan grup, terima kasih",function_create_group
Login problem,login_issue
"Bisakah Anda membuat daftar pesan terjadwal, terima kasih",tasks_view
Apa cara terbaiknya adalah chattea terima kasih,definition
"Tolong, apa cara terbaik untuk memulai proses warmup",warmup_enable
I want to view groups,navigation_grouping_tab
Can you help me optimization tips?,general_tips
Hapus instance,instance_delete
Can you help me payment options please,payment_methods
What instances do I have?,instance_list
I want to show task progress thanks thank you,tasks_monitor
I'd like to display analytics thank you,analytics_view
Hi!,greeting
Bisakah Anda pergi ke grup?,navigation_grouping_tab
Lihat instance terima kasih,navigation_instances_tab
Bagaimana cara menambahkan instance,function_create_instance
membuat kelompok,function_create_group
Sign out from instance thank you,instance_logout
I need help with auto updates.,platform_updates
How much does it cost?,pricing_query
tambahkan instance,function_create_instance
"Saya ingin menggunakan template yang disimpan, terima kasih",templates_use
What's the best way to track delivery status of bulk messages thanks,message_blast_status
Berapa harganya dalam IDR terima kasih,pricing_currency_idr
"Saya ingin menampilkan tugas yang gagal, terima kasih",tasks_view_failed
I need help with set timed message?,message_schedule
Bantu saya memeriksa status siaran,message_blast_status
Kirim 'Promo hari ini!'ke +628111222333.,chat_send
"Bisakah Anda membantu saya menerapkan templat, terima kasih",templates_use
How do I is the price in idr,pricing_currency_idr
Respons otomatis,auto_reply_setup
Bagaimana cara mengubah ke rencana yang lebih baik?,payment_upgrade
Saya butuh bantuan untuk mendaftar rencana?,payment_subscribe
Saya ingin menambahkan instance terima kasih,function_create_instance
Tolong tampilkan obrolan,navigation_chat_tab
How to instances do i have.,instance_list
Which browser is recommended please,tips_browser
Lihat tugas yang gagal.,tasks_view_failed
I need help with payment failed,payment_issue
What's the best way to best practices thank you,general_tips
Make group,group_create
What's the best way to are platform updates automatic.,platform_updates
"Bagaimana metode pembayaran didukung, terima kasih",payment_methods
Seberapa amankah pembayaran?,security_payment
Saya butuh bantuan untuk membandingkan platform?,platform_compare
I need help with calendar sync,calendar_integration
"Bagaimana caranya agar data cloud saya tersimpan, terima kasih",security_cloud_data
Can you help me prolong subscription thanks,payment_extend
What's the best way to edit contacts?,contacts_manage
Open Chat tab.,navigation_chat_tab
I need to upload file thank you,files_upload
I'd like to initialize new group please,group_create
Sign me up please,account_setup
How can I payment status check thanks,payment_status
Bisakah Anda membantu saya masuk masalah?,login_issue
Saya butuh bantuan dengan pesan berwaktu yang ditetapkan?,message_schedule
Versi mana yang akan digunakan?,platform_compare
Bagaimana cara membantu saya membuat akun?,account_setup
Send to multiple people thanks,message_blast
Can you tell me how to add contact?,contacts_add
Bantu saya melihat detail profil instance.terima kasih tolong,instance_view_profile
I need help with connect to calendar.,calendar_integration
Selamat pagi,greeting
How to set recurring message every monday at 10:00.?,message_schedule_recurring
Saya ingin mengotomatiskan pengiriman pesan,message_schedule_recurring
Can you help me sign out from instance.,instance_logout
Bantu saya membuat sebuah instance,function_create_instance
Bagaimana saya bisa persyaratan internet terima kasih,tips_internet
Saya berubah pikiran,cancel_action
"Bagaimana saya bisa menjadwalkan pesan lintas zona waktu, terima kasih",message_schedule_timezone
"Bagaimana persyaratan internetnya, terima kasih",tips_internet
Periksa status pembayaran saya.Silakan,payment_status
Can you go to files thank you please,navigation_files_tab
Bagaimana saya bisa membaca percakapan terakhir dengan John??,chat_read
Bagaimana cara menggunakan versi browser,platform_cloud_open
"Saya butuh bantuan untuk membeli langganan, terima kasih",payment_subscribe
