"text",intent
"can you schedule multiple messages for different days",schedule_message
"how do i schedule a message to send in 2 hours",schedule_message
"schedule a reminder message",schedule_message
"i need to schedule messages for my product launch campaign next month",schedule_message
"can i schedule a message to repeat every week",schedule_message
"filter numbers",filter_number
"how do i filter contacts",filter_number
"can you help me filter my contact list",filter_number
"filter invalid numbers",filter_number
"i need to filter my numbers",filter_number
"how to filter contacts by criteria",filter_number
"can i filter numbers",filter_number
"filter contact list",filter_number
"how do i filter out invalid whatsapp numbers",filter_number
"i want to filter my contacts",filter_number
"help me filter numbers",filter_number
"can you filter invalid contacts",filter_number
"how to filter number list",filter_number
"filter whatsapp numbers",filter_number
"i need to filter out non-whatsapp numbers from my list",filter_number
"can i filter contacts by country",filter_number
"how do i filter my contact database",filter_number
"filter out bad numbers",filter_number
"i want to clean up my contact list by filtering",filter_number
"can you help me filter contacts that don't have whatsapp",filter_number
"how to filter and validate phone numbers",filter_number
"filter duplicate numbers",filter_number
"i need to filter my contact list to remove invalid entries",filter_number
"can i filter contacts by active status",filter_number
"how do i filter numbers before sending",filter_number
"filter contact database",filter_number
"i want to filter out numbers that are not on whatsapp",filter_number
"can you filter my list to show only valid numbers",filter_number
"how to filter contacts by region",filter_number
"filter and validate contacts",filter_number
"i need to filter my customer list to get only active whatsapp users",filter_number
"can i filter numbers by country code",filter_number
"how do i filter and clean my contact list",filter_number
"filter whatsapp active numbers",filter_number
"i want to filter contacts to remove duplicates and invalid numbers",filter_number
"can you help me filter my database to get only valid whatsapp contacts",filter_number
"how to filter number list before bulk send",filter_number
"filter invalid entries",filter_number
"i need to validate and filter my contact list",filter_number
"can i filter to show only numbers with whatsapp",filter_number
"how do i filter contacts by active status on whatsapp",filter_number
"filter my contact list",filter_number
"i want to remove invalid numbers from my list",filter_number
"can you filter and validate all my contacts",filter_number
"how to filter contacts effectively",filter_number
"filter numbers tool",filter_number
"i need to filter my entire contact database for valid whatsapp numbers",filter_number
"can i filter contacts that haven't been active",filter_number
"how do i use the number filter feature",filter_number
"filter and clean contact list",filter_number
"create instance",create_instance
"how do i create a new instance",create_instance
"can you help me create an instance",create_instance
"i want to create a whatsapp instance",create_instance
"create new instance",create_instance
"how to set up a new instance",create_instance
"can i create another instance",create_instance
"i need to create a whatsapp business instance",create_instance
"create instance please",create_instance
"how do i add a new whatsapp instance",create_instance
"i want to create a new whatsapp connection",create_instance
"can you help me set up a new instance",create_instance
"create new whatsapp instance",create_instance
"how to create an instance",create_instance
"i need to create another instance for a different number",create_instance
"can i create multiple instances",create_instance
"how do i create a second whatsapp instance",create_instance
"create new connection",create_instance
"i want to add a new whatsapp business account",create_instance
"can you guide me through creating a new instance",create_instance
"how to set up whatsapp instance",create_instance
"create instance for new number",create_instance
"i need to create a new instance for my business phone",create_instance
"can i create an instance for another phone number",create_instance
"how do i create and configure a new whatsapp instance",create_instance
"create whatsapp business instance",create_instance
"i want to set up a new instance for my second business line",create_instance
"can you help me create a new whatsapp connection",create_instance
"how to add new instance",create_instance
"create new wa instance",create_instance
"i need to create an instance for my new whatsapp business number",create_instance
"can i create multiple whatsapp instances for different numbers",create_instance
"how do i create a fresh instance",create_instance
"create instance for business",create_instance
"i want to create a new instance and connect my whatsapp",create_instance
"can you show me how to create a new whatsapp instance",create_instance
"how to create multiple instances",create_instance
"create new business instance",create_instance
"i need to set up a new whatsapp instance for my company",create_instance
"can i create an instance for testing",create_instance
"how do i create a new instance and scan qr code",create_instance
"create whatsapp instance",create_instance
"i want to add another whatsapp business instance to my account",create_instance
"can you help me create and configure a new instance",create_instance
"how to create new wa business instance",create_instance
"create instance for new business",create_instance
"i need to create a new instance for my e-commerce whatsapp",create_instance
"can i create an instance right now",create_instance
"how do i set up and create a whatsapp business instance",create_instance
"delete instance",delete_instance
"how do i delete an instance",delete_instance
"can you help me delete my instance",delete_instance
"i want to delete a whatsapp instance",delete_instance
"delete instance please",delete_instance
"how to remove an instance",delete_instance
"can i delete an instance",delete_instance
"i need to delete my whatsapp instance",delete_instance
"remove instance",delete_instance
"how do i delete a whatsapp connection",delete_instance
"i want to remove an instance",delete_instance
"can you help me delete an instance",delete_instance
"delete whatsapp instance",delete_instance
"how to delete instance",delete_instance
"i need to remove an old instance",delete_instance
"can i delete multiple instances",delete_instance
"how do i delete an instance permanently",delete_instance
"delete connection",delete_instance
"i want to delete my old whatsapp instance",delete_instance
"can you delete an instance for me",delete_instance
"how to remove whatsapp instance",delete_instance
"delete old instance",delete_instance
"i need to delete an instance i no longer use",delete_instance
"can i delete an inactive instance",delete_instance
"how do i remove and delete an instance",delete_instance
"delete instance from account",delete_instance
"i want to delete all my instances",delete_instance
"can you help me remove an instance",delete_instance
"how to delete multiple instances",delete_instance
"delete wa instance",delete_instance
"i need to delete a whatsapp instance that's no longer active",delete_instance
"can i delete an instance and create a new one",delete_instance
"how do i delete a specific instance",delete_instance
"delete business instance",delete_instance
"i want to remove an old whatsapp connection",delete_instance
"can you show me how to delete an instance",delete_instance
"how to permanently delete instance",delete_instance
"delete unused instance",delete_instance
"i need to delete my test instance",delete_instance
"can i delete an instance without affecting others",delete_instance
"how do i delete an instance completely",delete_instance
"delete whatsapp connection",delete_instance
"i want to delete this instance and start fresh",delete_instance
"can you help me delete all unused instances",delete_instance
"how to delete instance permanently",delete_instance
"delete all instances",delete_instance
"i need to clean up and delete old instances",delete_instance
"can i delete an instance right now",delete_instance
"how do i remove an instance from my account",delete_instance
"edit instance",edit_instance
"how do i edit an instance",edit_instance
"can you help me edit my instance",edit_instance
"i want to edit a whatsapp instance",edit_instance
"edit instance settings",edit_instance
"how to modify an instance",edit_instance
"can i edit instance details",edit_instance
"i need to edit my whatsapp instance",edit_instance
"modify instance",edit_instance
"how do i edit instance configuration",edit_instance
"i want to change instance settings",edit_instance
"can you help me modify an instance",edit_instance
"edit whatsapp instance",edit_instance
"how to edit instance",edit_instance
"i need to update my instance settings",edit_instance
"can i edit an instance",edit_instance
"how do i change instance details",edit_instance
"edit instance name",edit_instance
"i want to edit my instance configuration",edit_instance
"can you edit an instance for me",edit_instance
"how to modify instance settings",edit_instance
"edit instance info",edit_instance
"i need to edit an instance's details",edit_instance
"can i modify instance settings",edit_instance
"how do i edit and update an instance",edit_instance
"edit business instance",edit_instance
"i want to change my instance name",edit_instance
"can you help me update instance settings",edit_instance
"how to change instance details",edit_instance
"edit wa instance",edit_instance
"i need to modify my whatsapp instance configuration",edit_instance
"can i edit instance settings",edit_instance
"how do i edit an instance's name and settings",edit_instance
"edit instance configuration",edit_instance
"i want to update my instance details",edit_instance
"can you show me how to edit an instance",edit_instance
"how to update instance",edit_instance
"edit instance parameters",edit_instance
"i need to change my instance settings",edit_instance
"can i edit multiple instance settings",edit_instance
"how do i modify instance name",edit_instance
"edit whatsapp connection",edit_instance
"i want to edit the settings of my business instance",edit_instance
"can you help me change instance configuration",edit_instance
"how to edit instance name and details",edit_instance
"edit current instance",edit_instance
"i need to update and edit my instance",edit_instance
"can i edit an instance's configuration",edit_instance
"how do i change and edit instance settings",edit_instance
"create group",create_group
"how do i create a group",create_group
"can you help me create a whatsapp group",create_group
"i want to create a new group",create_group
"create group please",create_group
"how to create a contact group",create_group
"can i create a group",create_group
"i need to create a whatsapp group",create_group
"create new group",create_group
"how do i make a new group",create_group
"i want to create a group for my contacts",create_group
"can you help me create a group",create_group
"create whatsapp group",create_group
"how to create group",create_group
"i need to create a contact group",create_group
"can i create multiple groups",create_group
"how do i create a group for bulk messaging",create_group
"create contact group",create_group
"i want to create a group of customers",create_group
"can you create a group for me",create_group
"how to make a new group",create_group
"create group for contacts",create_group
"i need to create a group to organize my contacts",create_group
"can i create a group for a specific campaign",create_group
"how do i create and name a new group",create_group
"create customer group",create_group
"i want to create a group for my vip customers",create_group
"can you help me set up a new group",create_group
"how to create contact groups",create_group
"create new contact group",create_group
"i need to create a group for my sales contacts",create_group
"can i create a group and add contacts to it",create_group
"how do i create a group for organizing contacts",create_group
"create broadcast group",create_group
"i want to create a group for my email subscribers",create_group
"can you show me how to create a group",create_group
"how to create multiple groups",create_group
"create group for campaign",create_group
"i need to create a group to segment my audience",create_group
"can i create a custom group",create_group
"how do i create a group and add members",create_group
"create segmented group",create_group
"i want to create different groups for different customer types",create_group
"can you help me create and organize groups",create_group
"how to create group for bulk send",create_group
"create wa group",create_group
"i need to create a group for my loyalty program members",create_group
"can i create a group for inactive customers",create_group
"how do i create a targeted group",create_group
"edit group",edit_group
"how do i edit a group",edit_group
"can you help me edit my group",edit_group
"i want to edit a whatsapp group",edit_group
"edit group settings",edit_group
"how to modify a group",edit_group
"can i edit group details",edit_group
"i need to edit my whatsapp group",edit_group
"modify group",edit_group
"how do i edit group name",edit_group
"i want to change group settings",edit_group
"can you help me modify a group",edit_group
"edit whatsapp group",edit_group
"how to edit group",edit_group
"i need to update my group",edit_group
"can i edit a group",edit_group
"how do i change group details",edit_group
"edit group name",edit_group
"i want to edit my group configuration",edit_group
"can you edit a group for me",edit_group
"how to modify group settings",edit_group
"edit group info",edit_group
"i need to edit a group's details",edit_group
"can i modify group settings",edit_group
"how do i edit and update a group",edit_group
"edit contact group",edit_group
"i want to change my group name",edit_group
"can you help me update group settings",edit_group
"how to change group details",edit_group
"edit group members",edit_group
"i need to modify my whatsapp group",edit_group
"can i edit group name",edit_group
"how do i edit a group's name and members",edit_group
"edit group configuration",edit_group
"i want to update my group details",edit_group
"can you show me how to edit a group",edit_group
"how to update group",edit_group
"edit group parameters",edit_group
"i need to change my group settings",edit_group
"can i edit multiple groups",edit_group
"how do i modify group name",edit_group
"edit customer group",edit_group
"i want to edit the settings of my contact group",edit_group
"can you help me change group configuration",edit_group
"how to edit group name and members",edit_group
"edit current group",edit_group
"i need to update and edit my group",edit_group
"can i edit a group's members",edit_group
"how do i change and edit group settings",edit_group
"delete group",delete_group
"how do i delete a group",delete_group
"can you help me delete my group",delete_group
"i want to delete a whatsapp group",delete_group
"delete group please",delete_group
"how to remove a group",delete_group
"can i delete a group",delete_group
"i need to delete my whatsapp group",delete_group
"remove group",delete_group
"how do i delete a contact group",delete_group
"i want to remove a group",delete_group
"can you help me delete a group",delete_group
"delete whatsapp group",delete_group
"how to delete group",delete_group
"i need to remove an old group",delete_group
"can i delete multiple groups",delete_group
"how do i delete a group permanently",delete_group
"delete contact group",delete_group
"i want to delete my old group",delete_group
"can you delete a group for me",delete_group
"how to remove whatsapp group",delete_group
"delete old group",delete_group
"i need to delete a group i no longer use",delete_group
"can i delete an inactive group",delete_group
"how do i remove and delete a group",delete_group
"delete group from account",delete_group
"i want to delete all my groups",delete_group
"can you help me remove a group",delete_group
"how to delete multiple groups",delete_group
"delete customer group",delete_group
"i need to delete a whatsapp group that's no longer needed",delete_group
"can i delete a group and create a new one",delete_group
"how do i delete a specific group",delete_group
"delete broadcast group",delete_group
"i want to remove an old contact group",delete_group
"can you show me how to delete a group",delete_group
"how to permanently delete group",delete_group
"delete unused group",delete_group
"i need to delete my test group",delete_group
"can i delete a group without affecting contacts",delete_group
"how do i delete a group completely",delete_group
"delete contact list group",delete_group
"i want to delete this group and start fresh",delete_group
"can you help me delete all unused groups",delete_group
"how to delete group permanently",delete_group
"delete all groups",delete_group
"i need to clean up and delete old groups",delete_group
"can i delete a group right now",delete_group
"how do i remove a group from my account",delete_group
"what is this for",what_for
"what does this platform do",what_for
"can you explain what this is",what_for
"what is chattea",what_for
"tell me about this service",what_for
"what can i do here",what_for
"what is this platform",what_for
"can you explain the features",what_for
"what does this app do",what_for
"tell me what this is for",what_for
"what is the purpose of this",what_for
"can you describe this service",what_for
"what features do you have",what_for
"what can this platform do",what_for
"tell me about chattea",what_for
"what is this service used for",what_for
"can you explain what chattea does",what_for
"what's this for",what_for
"tell me about the platform",what_for
"what can i use this for",what_for
"what is whatsapp business api",what_for
"can you explain the purpose of this platform",what_for
"what features does chattea offer",what_for
"tell me what features are available",what_for
"what can this service do for me",what_for
"what is this platform designed for",what_for
"can you describe the features",what_for
"what's the purpose",what_for
"tell me about whatsapp business management",what_for
"what can i achieve with this platform",what_for
"what does this system do",what_for
"can you explain what features are available",what_for
"what is the main purpose of chattea",what_for
"tell me about the whatsapp business features",what_for
"what can this help me with",what_for
"what is this tool for",what_for
"can you describe what this platform offers",what_for
"what's chattea",what_for
"tell me the features",what_for
"what can i do with this service",what_for
"what is the whatsapp business api platform",what_for
"can you explain all the features",what_for
"what does chattea provide",what_for
"tell me what this platform can do",what_for
"what are the main features",what_for
"what is this application for",what_for
"can you describe the service",what_for
"what's this platform about",what_for
"tell me about bulk messaging",what_for
"what can chattea do for my business",what_for
"pricing",pricing
"how much does it cost",pricing
"what are your prices",pricing
"tell me about pricing",pricing
"what are the plans",pricing
"how much is it",pricing
"what's the cost",pricing
"can you tell me the pricing",pricing
"what are your subscription plans",pricing
"how much do i need to pay",pricing
"tell me the price",pricing
"what are the pricing tiers",pricing
"how much does chattea cost",pricing
"what's the pricing",pricing
"can you explain the pricing",pricing
"what plans do you offer",pricing
"how much for a subscription",pricing
"tell me about subscription costs",pricing
"what are the fees",pricing
"how much does this service cost",pricing
"what's the monthly cost",pricing
"can you tell me about the plans",pricing
"what are your rates",pricing
"how much to use chattea",pricing
"tell me the subscription pricing",pricing
"what are the different plans",pricing
"how much is the monthly fee",pricing
"what's the price for bulk messaging",pricing
"can you explain the subscription plans",pricing
"what plans are available",pricing
"how much does a plan cost",pricing
"tell me about the pricing structure",pricing
"what are the costs",pricing
"how much for whatsapp business api",pricing
"what's the cheapest plan",pricing
"can you tell me the subscription fees",pricing
"what are the monthly rates",pricing
"how much is the premium plan",pricing
"tell me all the pricing options",pricing
"what are the subscription options",pricing
"how much does it cost per month",pricing
"what's the annual pricing",pricing
"can you explain all the plans",pricing
"what are the plan prices",pricing
"how much for basic plan",pricing
"tell me about the different subscription tiers",pricing
"what are the payment options",pricing
"how much to get started",pricing
"what's included in each plan",pricing
"can you tell me the cost breakdown",pricing
"contact",contact
"how do i contact you",contact
"can i get support",contact
"i need help",contact
"contact support",contact
"how to reach support",contact
"can i talk to someone",contact
"i need customer service",contact
"how do i get help",contact
"contact customer support",contact
"can you help me",contact
"how to contact chattea",contact
"i need technical support",contact
"can i speak to support",contact
"how do i reach customer service",contact
"contact info",contact
"i need to talk to someone",contact
"how to get support",contact
"can i contact support",contact
"i need assistance",contact
"how do i get customer support",contact
"contact details",contact
"can you provide support contact",contact
"i need help with an issue",contact
"how to reach customer support",contact
"can i get technical support",contact
"i need to speak with support",contact
"how do i contact support team",contact
"contact support team",contact
"can you give me contact information",contact
"i need help from support",contact
"how to contact customer service",contact
"can i reach out to support",contact
"i need urgent support",contact
"how do i get in touch",contact
"contact customer service",contact
"can you connect me to support",contact
"i need to contact someone",contact
"how to get customer support",contact
"can i have the support email",contact
"i need to report an issue",contact
"how do i reach technical support",contact
"contact technical support",contact
"can you help me with a problem",contact
"i need live support",contact
"how to contact help desk",contact
"can i get live chat support",contact
"i need immediate assistance",contact
"how do i talk to support",contact
"hello",greeting
"hi",greeting
"hey",greeting
"good morning",greeting
"good afternoon",greeting
"good evening",greeting
"what's up",greeting
"how are you",greeting
"greetings",greeting
"hi there",greeting
"hey there",greeting
"hello there",greeting
"yo",greeting
"sup",greeting
"howdy",greeting
"ok",unknown
"yes",unknown
"no",unknown
"maybe",unknown
"i don't know",unknown
"thanks",unknown
"thank you",unknown
"thanks a lot",unknown
"appreciate it",unknown
"goodbye",unknown
"bye",unknown
"see you",unknown
"later",unknown
"take care",unknown
"that's great",unknown
"awesome",unknown
"cool",unknown
"nice",unknown
"perfect",unknown
"alright",unknown
"sounds good",unknown
"makes sense",unknown
"i see",unknown
"got it",unknown
"understood",unknown
"roger that",unknown
"copy that",unknown
"haha",unknown
"lol",unknown
"hehe",unknown
"what",unknown
"huh",unknown
"sorry",unknown
"excuse me",unknown
"pardon",unknown
"my bad",unknown
"oops",unknown
"test",unknown
"testing",unknown
"asdf",unknown
"qwerty",unknown
"random text",unknown
"blah blah",unknown
"whatever",unknown
"nevermind",unknown
"forget it",unknown
"nothing",unknown
"i want to send a promotional message to all my contacts in my database so they know about our upcoming sale",send_message
"can you please help me figure out how to send bulk whatsapp messages to my customer list",send_message
"i need to broadcast an important announcement to everyone on my contact list right now",send_message
"how do i go about sending the same message to multiple people at the same time",send_message
"i'd like to send out a marketing campaign to all my subscribers via whatsapp",send_message
"can you show me the process to send a bulk message to hundreds of contacts",send_message
"i want to notify all my customers about a special discount we're running this week",send_message
"how can i send a whatsapp broadcast message to my entire customer database",send_message
"i need to send an urgent update to all contacts on my list",send_message
"can you guide me through sending a mass message to my contact list",send_message
"i want to send a holiday greeting to all my business contacts",send_message
"how do i send a promotional campaign via bulk whatsapp messaging",send_message
"i need to send out a product announcement to everyone in my contact database",send_message
"can you help me broadcast a message to all my customers about our new location",send_message
"i want to send a survey to all my contacts to get feedback",send_message
"how can i send the same promotional offer to multiple contacts simultaneously",send_message
"i'd like to send out a newsletter type message to all my subscribers",send_message
"can you show me how to send a bulk message with an image attachment",send_message
"i need to send a reminder message to all my customers about their appointments",send_message
"how do i send a flash sale announcement to my entire contact list",send_message
"i want to send a thank you message to all my customers who made purchases",send_message
"can you help me send a bulk message about our new product line",send_message
"i need to broadcast a message to inform everyone about our business hours change",send_message
"how can i send a whatsapp message to all contacts in a specific group",send_message
"i'd like to send out an event invitation to all my business contacts",send_message
"can you guide me on how to send bulk messages with personalization",send_message
"i want to send a reactivation campaign to customers who haven't purchased in a while",send_message
"how do i send a message to my entire customer database announcing a price change",send_message
"i need to send a bulk message to promote our limited time offer",send_message
"can you help me broadcast an urgent recall notice to all customers",send_message
"i'd like to schedule my promotional messages to go out at 10am tomorrow morning when most people check their phones",schedule_message
"can you help me set up scheduled messages for my entire marketing campaign next month",schedule_message
"i need to schedule a flash sale announcement to be sent this friday at 6pm",schedule_message
"how do i schedule bulk messages to send automatically on specific dates and times",schedule_message
"i want to schedule a series of reminder messages throughout the week",schedule_message
"can you show me how to schedule a message to go out on christmas day",schedule_message
"i need to schedule messages for my product launch happening in two weeks",schedule_message
"how can i schedule a message to send at midnight on new year's eve",schedule_message
"i'd like to schedule automated messages for the entire month of december",schedule_message
"can you help me schedule a message campaign with different messages on different days",schedule_message
"i want to schedule reminder messages to go out every monday morning",schedule_message
"how do i schedule a bulk message to send while i'm on vacation",schedule_message
"i need to schedule promotional messages for black friday and cyber monday",schedule_message
"can you guide me through scheduling messages for my weekly newsletter",schedule_message
"i'd like to schedule a message to send tomorrow at 9am when my store opens",schedule_message
"how can i schedule multiple messages to go out at different times throughout the day",schedule_message
"i want to schedule a birthday message campaign for all my customers",schedule_message
"can you help me schedule messages for my 7-day email drip campaign",schedule_message
"i need to schedule a message to remind customers about the sale ending soon",schedule_message
"how do i schedule messages to send automatically every weekend",schedule_message
"i'd like to schedule promotional messages for the entire quarter in advance",schedule_message
"can you show me how to schedule a message for valentine's day promotion",schedule_message
"i want to schedule automated follow-up messages after customer purchases",schedule_message
"how can i schedule a message to send in exactly 24 hours from now",schedule_message
"i need to schedule messages for my upcoming webinar series",schedule_message
"can you help me schedule reminder messages for customers with abandoned carts",schedule_message
"i'd like to schedule a message campaign for my seasonal sale event",schedule_message
"how do i schedule messages to go out at optimal times for engagement",schedule_message
"i want to schedule a re-engagement campaign for inactive customers",schedule_message
"can you guide me on scheduling messages for different time zones",schedule_message
"i need to filter my contact list to remove all the invalid phone numbers before sending my campaign",filter_number
"can you help me filter out contacts that don't have whatsapp installed",filter_number
"how do i filter and validate my entire customer database to ensure only active numbers",filter_number
"i want to filter my contact list to show only numbers from a specific country",filter_number
"can you show me how to filter out duplicate phone numbers from my list",filter_number
"i need to filter my contacts to identify which ones are actually on whatsapp",filter_number
"how can i filter my number list to remove any that are no longer active",filter_number
"i'd like to filter my database to separate valid from invalid whatsapp numbers",filter_number
"can you help me filter contacts based on their activity status",filter_number
"i want to filter out all landline numbers that can't receive whatsapp messages",filter_number
"how do i filter my contact list to clean up incorrect or incomplete phone numbers",filter_number
"i need to filter and validate 5000 phone numbers before my bulk send campaign",filter_number
"can you guide me through filtering contacts by region or area code",filter_number
"i'd like to filter my list to remove contacts that have blocked me",filter_number
"how can i filter my database to find only mobile numbers with whatsapp",filter_number
"i want to filter out any numbers that might be invalid or fake",filter_number
"can you show me how to filter contacts to remove those marked as do not contact",filter_number
"i need to filter my contact list to segment by country code",filter_number
"how do i filter and clean my customer database before importing",filter_number
"i'd like to filter my numbers to identify which ones bounced in previous campaigns",filter_number
"can you help me filter contacts to remove any with formatting errors",filter_number
"i want to filter my list to show only numbers that are verified on whatsapp",filter_number
"how can i filter out contacts that haven't been active in the last 6 months",filter_number
"i need to filter my database to remove test numbers and keep only real customers",filter_number
"can you guide me on filtering numbers to check whatsapp validity",filter_number
"i'd like to filter my contact list to separate business from personal numbers",filter_number
"how do i filter contacts to identify which ones are international numbers",filter_number
"i want to filter and validate all my imported contacts before adding them",filter_number
"can you help me filter my list to remove numbers without proper country codes",filter_number
"i need to filter my customer database to ensure compliance with messaging regulations",filter_number
"i need to create a new whatsapp business instance for my online store so i can start messaging customers",create_instance
"can you walk me through the process of creating and setting up a new whatsapp instance",create_instance
"how do i create a second whatsapp instance for my other business line",create_instance
"i'd like to create a new instance and connect it to my business phone number",create_instance
"can you help me create a whatsapp instance for my e-commerce business",create_instance
"i want to set up a new instance for my marketing team to use",create_instance
"how can i create multiple whatsapp instances for different departments",create_instance
"i need to create a fresh instance because my old one stopped working",create_instance
"can you guide me through creating a new whatsapp business api instance",create_instance
"i'd like to create an instance for testing before i use it with real customers",create_instance
"how do i create and configure a new instance with all the right settings",create_instance
"i want to create a new instance for my restaurant to send order updates",create_instance
"can you help me create an instance and explain the qr code scanning process",create_instance
"i need to create additional instances to handle multiple phone numbers",create_instance
"how can i create a new whatsapp instance for my sales department",create_instance
"i'd like to create an instance specifically for customer support messages",create_instance
"can you show me how to create a new instance and connect my whatsapp business account",create_instance
"i want to create an instance for my new business venture",create_instance
"how do i create a whatsapp instance that can handle bulk messaging",create_instance
"i need to create an instance for my agency to manage client communications",create_instance
"can you guide me on creating multiple instances for different brands i manage",create_instance
"i'd like to create a new instance because i got a new business phone number",create_instance
"how can i create an instance and ensure it's properly configured",create_instance
"i want to create a dedicated instance for my promotional campaigns",create_instance
"can you help me create an instance for my retail store location",create_instance
"i need to create a new instance and migrate my contacts to it",create_instance
"how do i create an instance that will work with my existing whatsapp business",create_instance
"i'd like to create multiple instances to separate my business communications",create_instance
"can you show me the steps to create and activate a new whatsapp instance",create_instance
"i want to create an instance for my consulting business to reach clients",create_instance
"i need to delete my old whatsapp instance because i'm no longer using that number",delete_instance
"can you help me remove an instance that's been inactive for months",delete_instance
"how do i permanently delete a whatsapp instance from my account",delete_instance
"i'd like to delete all my test instances and keep only the production one",delete_instance
"can you guide me through deleting an instance that's causing problems",delete_instance
"i want to delete my current instance and create a fresh one",delete_instance
"how can i delete multiple instances at once to clean up my account",delete_instance
"i need to delete an instance associated with a phone number i no longer have",delete_instance
"can you show me how to delete an instance without affecting my other instances",delete_instance
"i'd like to delete my old business instance now that we've rebranded",delete_instance
"how do i delete a whatsapp instance that's no longer needed",delete_instance
"i want to remove an instance that was set up incorrectly",delete_instance
"can you help me delete instances that are taking up space in my account",delete_instance
"i need to delete my trial instance now that i have a paid subscription",delete_instance
"how can i delete an instance and ensure all data is removed",delete_instance
"i'd like to delete the instance for my closed business location",delete_instance
"can you guide me on deleting an instance that's been disconnected",delete_instance
"i want to delete all unused instances to keep my account organized",delete_instance
"how do i delete a specific instance by its id or name",delete_instance
"i need to delete an instance that was created by mistake",delete_instance
"can you help me delete an instance and free up my phone number",delete_instance
"i'd like to delete my old instances before creating new ones",delete_instance
"how can i delete an instance that's no longer authenticated",delete_instance
"i want to remove instances from my account that i don't recognize",delete_instance
"can you show me how to safely delete an instance without losing important data",delete_instance
"i need to delete my testing instance now that we've gone live",delete_instance
"how do i delete an instance and cancel its subscription",delete_instance
"i'd like to delete instances associated with former employees",delete_instance
"can you help me delete an instance that's been hacked or compromised",delete_instance
"i want to completely remove an old instance and all its associated data",delete_instance
"i need to edit my whatsapp instance name to reflect our new business branding",edit_instance
"can you help me change the settings on my current instance",edit_instance
"how do i edit an instance to update the phone number associated with it",edit_instance
"i'd like to modify my instance settings to enable additional features",edit_instance
"can you guide me through editing my instance configuration",edit_instance
